Threshold radii   Fraction of distances within radius over time
0.35   0.0
0.7   0.0
1.0499999999999998   0.0
1.4   0.06186307519640851
1.75   0.10604938271604937
2.1   0.12738496071829405
2.4499999999999997   0.24830527497194163
2.8   0.3681593714927048
3.15   0.44424242424242427
3.5   0.6153198653198653
